multiplier,final_equity,total_return,cagr_pct,sharpe,sortino,calmar,maxdd_pct,cost_drag_pct,entries,avg_leverage,max_leverage,pct_time_in_market
0.5,74771.29157837486,6.477129157837486,9.744383715562211,1.0289912850023133,1.1825663620825262,0.7504831091417963,-12.984147939991953,0.16019184618951687,158,0.577490661680884,1.5,0.7486953883495145
1.0,463328.322233073,45.3328322233073,19.397188078029682,1.028991285002324,1.1825663620825388,0.785593388850742,-24.69112947399692,0.3496280686335451,158,1.154981323361768,3.0,0.7486953883495145
2.0,10284131.273701595,1027.4131273701596,37.78960322461944,1.0289912850023177,1.1825663620825317,0.8247083958866954,-45.821775809605384,0.8121627642838636,158,2.309962646723536,6.0,0.7486953883495145
3.0,111502416.61619443,11149.241661619442,53.83583090148121,1.0289912850023197,1.182566362082534,0.8338799320477993,-64.56065055945639,1.369423890675936,158,3.464943970085304,9.0,0.7486953883495145
